name           :  hours
Anna.csv       :     10
arcee.csv      :     11
bill.csv       :     11
Chrisha.csv    :     11
holden.csv     :     12
janenguyen.csv :     10
megatron.csv   :     10
oliver.csv     :      9
rachet.csv     :     10
tanisha.csv    :     11
zeel.csv       :     12
